"geo","time","gdppercapita_growth_over_next_10_years"
"tza",1921,0.2537
"tza",1922,0.2537
"tza",1923,0.2537
"tza",1924,0.2537
"tza",1925,0.2537
"tza",1926,0.2537
"tza",1927,0.2537
"tza",1928,0.2537
"tza",1929,0.2537
"tza",1930,0.2537
"tza",1931,0.2537
"tza",1932,0.2537
"tza",1933,0.2537
"tza",1934,0.2537
"tza",1935,0.2537
"tza",1936,0.2537
"tza",1937,0.2537
"tza",1938,0.2537
"tza",1939,0.2537
"tza",1940,0.2537
"tza",1941,1.185
"tza",1942,1.12
"tza",1943,0.4817
"tza",1944,0.9912
"tza",1945,0.9501
"tza",1946,0.7854
"tza",1947,0.7342
"tza",1948,0.5246
"tza",1949,0.7072
"tza",1950,0.8056
"tza",1951,-0.5453
"tza",1952,0.07446
"tza",1953,1.006
"tza",1954,0.7095
"tza",1955,0.781
"tza",1956,1.839
"tza",1957,1.96
"tza",1958,2.356
"tza",1959,2.021
"tza",1960,2.157
"tza",1961,2.673
"tza",1962,2.408
"tza",1963,2.07
"tza",1964,1.745
"tza",1965,1.904
"tza",1966,1.388
"tza",1967,1.272
"tza",1968,1.053
"tza",1969,1.001
"tza",1970,0.5315
"tza",1971,0.01987
"tza",1972,-0.4653
"tza",1973,-0.7906
"tza",1974,-0.758
"tza",1975,-1.281
"tza",1976,-1.649
"tza",1977,-1.448
"tza",1978,-1.332
"tza",1979,-1.117
"tza",1980,-0.836
"tza",1981,-0.5054
"tza",1982,-0.5698
"tza",1983,-0.4401
"tza",1984,-0.6112
"tza",1985,-0.2568
"tza",1986,-0.03836
"tza",1987,-0.5248
"tza",1988,-0.5186
"tza",1989,-0.4638
"tza",1990,-0.2926
"tza",1991,0.1523
"tza",1992,0.8552
"tza",1993,1.407
"tza",1994,2.088
"tza",1995,2.516
"tza",1996,2.65
"tza",1997,3.384
"tza",1998,3.712
"tza",1999,3.912
"tza",2000,4.053
"tza",2001,4.001
"uga",1800,0
"uga",1801,0
"uga",1802,0
"uga",1803,0
"uga",1804,0
"uga",1805,0
"uga",1806,0
"uga",1807,0
"uga",1808,0
"uga",1809,0
"uga",1810,0
"uga",1811,0.04679
"uga",1812,0.09361
"uga",1813,0.1404
"uga",1814,0.1873
"uga",1815,0.2342
"uga",1816,0.2811
"uga",1817,0.328
"uga",1818,0.375
"uga",1819,0.4219
"uga",1820,0.4689
"uga",1821,0.4689
"uga",1822,0.4689
"uga",1823,0.4689
"uga",1824,0.4689
"uga",1825,0.4689
"uga",1826,0.4689
"uga",1827,0.4689
"uga",1828,0.4689
"uga",1829,0.4689
"uga",1830,0.4689
"uga",1831,0.4689
"uga",1832,0.4689
"uga",1833,0.4689
"uga",1834,0.4689
"uga",1835,0.4689
"uga",1836,0.4689
"uga",1837,0.4689
"uga",1838,0.4689
"uga",1839,0.4689
"uga",1840,0.4689
"uga",1841,0.4689
"uga",1842,0.4689
"uga",1843,0.4689
"uga",1844,0.4689
"uga",1845,0.4689
"uga",1846,0.4689
"uga",1847,0.4689
"uga",1848,0.4689
"uga",1849,0.4689
"uga",1850,0.4689
"uga",1851,0.4689
"uga",1852,0.4689
"uga",1853,0.4689
"uga",1854,0.4689
"uga",1855,0.4689
"uga",1856,0.4689
"uga",1857,0.4689
"uga",1858,0.4689
"uga",1859,0.4689
"uga",1860,0.4689
"uga",1861,0.4689
"uga",1862,0.4689
"uga",1863,0.4689
"uga",1864,0.4689
"uga",1865,0.4689
"uga",1866,0.4689
"uga",1867,0.4689
"uga",1868,0.4689
"uga",1869,0.4689
"uga",1870,0.4689
"uga",1871,0.4689
"uga",1872,0.4689
"uga",1873,0.4689
"uga",1874,0.4689
"uga",1875,0.4689
"uga",1876,0.4689
"uga",1877,0.4689
"uga",1878,0.4689
"uga",1879,0.4689
"uga",1880,0.4689
"uga",1881,0.4689
"uga",1882,0.4689
"uga",1883,0.4689
"uga",1884,0.4689
"uga",1885,0.4689
"uga",1886,0.4689
"uga",1887,0.4689
"uga",1888,0.4689
"uga",1889,0.4689
"uga",1890,0.4689
"uga",1891,0.4689
"uga",1892,0.4689
"uga",1893,0.4689
"uga",1894,0.4689
"uga",1895,0.4689
"uga",1896,0.4689
"uga",1897,0.4689
"uga",1898,0.4689
"uga",1899,0.4689
"uga",1900,0.4689
"uga",1901,0.4689
"uga",1902,0.4689
"uga",1903,0.4689
"uga",1904,0.4394
"uga",1905,0.41
"uga",1906,0.3805
"uga",1907,0.3511
"uga",1908,0.3216
"uga",1909,0.2922
"uga",1910,0.2627
"uga",1911,0.2333
"uga",1912,0.2039
"uga",1913,0.1745
"uga",1914,0.1745
"uga",1915,0.1745
"uga",1916,0.1745
"uga",1917,0.1745
"uga",1918,0.1745
"uga",1919,0.1745
"uga",1920,0.1745
"uga",1921,0.1745
"uga",1922,0.1745
"uga",1923,0.1745
"uga",1924,0.1745
"uga",1925,0.1745
"uga",1926,0.1745
"uga",1927,0.1745
"uga",1928,0.1745
"uga",1929,0.1745
"uga",1930,0.1745
"uga",1931,0.1745
"uga",1932,0.1745
"uga",1933,0.1745
"uga",1934,0.1745
"uga",1935,0.1745
"uga",1936,0.1745
"uga",1937,0.1745
"uga",1938,0.1745
"uga",1939,0.1745
"uga",1940,0.1745
"uga",1941,-0.5166
"uga",1942,-0.1966
"uga",1943,-0.0511
"uga",1944,-0.4799
"uga",1945,-0.1346
"uga",1946,0.1126
"uga",1947,0.2415
"uga",1948,0.00987
"uga",1949,0.2076
"uga",1950,0.3728
"uga",1951,0.6614
"uga",1952,0.434
"uga",1953,1.071
"uga",1954,1.938
"uga",1955,1.491
"uga",1956,1.535
"uga",1957,1.615
"uga",1958,1.784
"uga",1959,2.325
"uga",1960,1.995
"uga",1961,2.425
"uga",1962,2.167
"uga",1963,1.104
"uga",1964,0.452
"uga",1965,0.06849
"uga",1966,-0.4167
"uga",1967,-0.7414
"uga",1968,-1.504
"uga",1969,-3.595
"uga",1970,-4.002
"uga",1971,-3.902
"uga",1972,-3.264
"uga",1973,-2.609
"uga",1974,-3.585
"uga",1975,-3.273
"uga",1976,-3.398
"uga",1977,-3.07
"uga",1978,-1.975
"uga",1979,-0.2652
"uga",1980,0.3473
"uga",1981,-0.0234
"uga",1982,-0.5729
"uga",1983,-0.5414
"uga",1984,0.9496
"uga",1985,1.958
"uga",1986,2.85
"uga",1987,2.83
"uga",1988,2.694
"uga",1989,2.781
"uga",1990,2.912
"uga",1991,3.331
"uga",1992,3.715
"uga",1993,3.352
"uga",1994,3.309
"uga",1995,2.755
"uga",1996,2.773
"uga",1997,3.06
"uga",1998,3.311
"uga",1999,3.256
"uga",2000,3.302
"uga",2001,3.462
